city,population_density,date,year,month,day,dayofweek,quarter,is_weekend,aqi,pm2_5,pm10,no2,o3,temperature,humidity,hospital_capacity,pollution_mean,pollution_max,pm_ratio,hospital_admissions
Delhi,Urban,2085-05-07,2085,5,7,0,2,0,354,21.2,43.9,19.4,54.4,8.9,62,853,98.57999999999998,354.0,0.48291571753986334,5
Mexico City,Urban,2085-05-08,2085,5,8,1,2,0,353,25.8,56.1,40.2,33.4,15.8,69,1586,101.7,353.0,0.45989304812834225,7
Beijing,Urban,2085-05-09,2085,5,9,2,2,0,82,23.5,66.2,29.1,35.9,15.6,93,1718,47.339999999999996,82.0,0.3549848942598187,10
Los Angeles,Suburban,2085-05-10,2085,5,10,3,2,0,301,58.5,33.3,22.0,39.5,3.9,26,392,90.86,301.0,1.7567567567567568,13
São Paulo,Suburban,2085-05-11,2085,5,11,4,2,0,19,36.8,57.5,29.8,60.6,-3.3,63,174,40.739999999999995,60.6,0.6399999999999999,10
Delhi,Urban,2085-05-12,2085,5,12,5,2,1,293,24.1,39.4,30.6,25.3,20.3,71,255,82.48,293.0,0.6116751269035534,8
Beijing,Suburban,2085-05-13,2085,5,13,6,2,1,281,27.2,49.8,42.4,40.2,25.2,24,143,88.11999999999999,281.0,0.5461847389558233,4
London,Suburban,2085-05-14,2085,5,14,0,2,0,137,46.6,31.4,22.6,50.6,16.1,25,1033,57.64,137.0,1.4840764331210192,3
London,Urban,2085-05-15,2085,5,15,1,2,0,93,37.4,44.2,36.7,33.7,20.0,27,1259,49.0,93.0,0.846153846153846,6
London,Urban,2085-05-16,2085,5,16,2,2,0,98,45.0,56.8,35.8,34.2,34.8,55,1120,53.96,98.0,0.7922535211267606,12
Mexico City,Urban,2085-05-17,2085,5,17,3,2,0,313,42.4,70.3,46.5,29.1,3.8,21,80,100.26,313.0,0.6031294452347084,12
São Paulo,Urban,2085-05-18,2085,5,18,4,2,0,291,49.7,48.1,15.8,23.1,31.3,20,1977,85.54,291.0,1.0332640332640333,6
Beijing,Rural,2085-05-19,2085,5,19,5,2,1,135,11.7,70.4,33.1,38.0,19.9,41,837,57.64,135.0,0.1661931818181818,4
Delhi,Suburban,2085-05-20,2085,5,20,6,2,1,176,34.4,45.9,32.5,40.1,30.4,87,1361,65.78,176.0,0.7494553376906318,5
Delhi,Urban,2085-05-21,2085,5,21,0,2,0,247,12.0,52.8,28.0,42.5,28.7,51,1849,76.46000000000001,247.0,0.2272727272727273,2
Beijing,Urban,2085-05-22,2085,5,22,1,2,0,128,62.5,52.9,27.5,44.7,22.0,53,650,63.11999999999999,128.0,1.1814744801512287,8
London,Urban,2085-05-23,2085,5,23,2,2,0,306,31.7,45.0,38.7,52.9,20.7,22,559,94.85999999999999,306.0,0.7044444444444444,5
Beijing,Urban,2085-05-24,2085,5,24,3,2,0,287,53.8,46.0,27.6,48.8,-3.0,63,884,92.64000000000001,287.0,1.1695652173913043,8
Mexico City,Suburban,2085-05-25,2085,5,25,4,2,0,222,45.1,64.5,25.6,56.8,28.3,42,605,82.80000000000001,222.0,0.6992248062015504,5
Beijing,Rural,2085-05-26,2085,5,26,5,2,1,271,25.3,29.9,40.1,43.3,17.7,27,176,81.92,271.0,0.8461538461538463,10
Los Angeles,Suburban,2085-05-27,2085,5,27,6,2,1,340,55.4,66.2,21.9,49.4,33.7,81,455,106.58,340.0,0.836858006042296,10
Delhi,Suburban,2085-05-28,2085,5,28,0,2,0,162,32.2,34.5,7.6,43.6,31.7,73,1663,55.98,162.0,0.9333333333333335,7
Beijing,Rural,2085-05-29,2085,5,29,1,2,0,169,52.1,51.9,40.4,24.4,39.8,43,1718,67.55999999999999,169.0,1.0038535645472062,5
Delhi,Suburban,2085-05-30,2085,5,30,2,2,0,320,24.5,69.3,11.2,40.8,34.2,69,1713,93.16,320.0,0.35353535353535354,1
Beijing,Suburban,2085-05-31,2085,5,31,3,2,0,258,42.0,35.3,30.6,56.9,21.2,21,351,84.56,258.0,1.189801699716714,5
Beijing,Urban,2085-06-01,2085,6,1,4,2,0,23,33.2,51.6,32.0,35.2,33.4,60,874,35.0,51.6,0.6434108527131783,7
Mexico City,Urban,2085-06-02,2085,6,2,5,2,1,471,38.3,57.2,49.4,19.0,16.4,65,894,126.97999999999999,471.0,0.6695804195804195,9
Beijing,Urban,2085-06-03,2085,6,3,6,2,1,455,23.4,56.8,35.4,31.0,-3.5,43,892,120.31999999999998,455.0,0.4119718309859155,7
Cairo,Suburban,2085-06-04,2085,6,4,0,2,0,280,11.9,64.5,35.9,44.7,12.3,70,1984,87.39999999999999,280.0,0.18449612403100776,15
Tokyo,Suburban,2085-06-05,2085,6,5,1,2,0,69,15.0,28.8,26.2,36.5,27.5,57,903,35.1,69.0,0.5208333333333334,4
Delhi,Rural,2085-06-06,2085,6,6,2,2,0,493,55.1,62.1,17.6,58.9,-3.6,50,146,137.34,493.0,0.8872785829307569,6
Delhi,Urban,2085-06-07,2085,6,7,3,2,0,440,18.7,65.5,26.6,42.4,18.6,53,1853,118.64000000000001,440.0,0.28549618320610687,11
Delhi,Suburban,2085-06-08,2085,6,8,4,2,0,294,28.4,71.9,11.0,45.2,18.6,67,290,90.1,294.0,0.39499304589707923,7
Delhi,Urban,2085-06-09,2085,6,9,5,2,1,227,29.3,11.9,19.4,21.3,3.0,49,1859,61.779999999999994,227.0,2.46218487394958,12
Delhi,Urban,2085-06-10,2085,6,10,6,2,1,352,49.1,68.6,48.9,26.4,20.5,92,1439,109.0,352.0,0.7157434402332362,9
Tokyo,Suburban,2085-06-11,2085,6,11,0,2,0,384,57.8,32.8,39.8,36.6,21.2,26,1057,110.2,384.0,1.7621951219512195,13
Tokyo,Urban,2085-06-12,2085,6,12,1,2,0,270,56.9,71.6,31.0,25.0,11.4,75,997,90.9,270.0,0.7946927374301677,7
Delhi,Urban,2085-06-13,2085,6,13,2,2,0,320,14.0,33.1,21.2,40.1,10.4,53,1853,85.68,320.0,0.4229607250755287,4
Los Angeles,Urban,2085-06-14,2085,6,14,3,2,0,325,13.6,100.9,26.8,36.1,7.3,22,1521,100.48,325.0,0.13478691774033696,8
London,Urban,2085-06-15,2085,6,15,4,2,0,270,20.3,43.7,39.9,60.6,22.4,67,238,86.9,270.0,0.4645308924485126,6
Beijing,Suburban,2085-06-16,2085,6,16,5,2,1,297,46.1,45.3,25.1,38.2,37.8,36,491,90.34,297.0,1.0176600441501105,10
London,Urban,2085-06-17,2085,6,17,6,2,1,434,42.2,41.8,25.2,49.2,15.1,53,1013,118.48000000000002,434.0,1.0095693779904307,7
São Paulo,Urban,2085-06-18,2085,6,18,0,2,0,109,53.3,44.8,31.1,43.8,17.8,88,538,56.4,109.0,1.1897321428571428,15
Cairo,Urban,2085-06-19,2085,6,19,1,2,0,84,17.2,30.7,35.3,36.4,11.5,65,719,40.72,84.0,0.5602605863192183,6
Los Angeles,Urban,2085-06-20,2085,6,20,2,2,0,119,22.9,63.3,16.1,60.0,14.1,71,1601,56.25999999999999,119.0,0.3617693522906793,8
Beijing,Urban,2085-06-21,2085,6,21,3,2,0,493,40.2,49.6,15.9,36.6,34.8,69,1016,127.06000000000002,493.0,0.810483870967742,4
Delhi,Suburban,2085-06-22,2085,6,22,4,2,0,414,24.0,44.0,9.7,36.8,-2.7,35,842,105.7,414.0,0.5454545454545454,8
São Paulo,Suburban,2085-06-23,2085,6,23,5,2,1,408,50.5,58.3,30.2,26.0,9.5,55,1906,114.6,408.0,0.8662092624356775,10
Delhi,Urban,2085-06-24,2085,6,24,6,2,1,382,12.2,39.7,18.0,29.4,38.4,61,1046,96.25999999999999,382.0,0.3073047858942065,9
Beijing,Urban,2085-06-25,2085,6,25,0,2,0,465,66.1,43.9,29.8,46.8,-2.3,42,1900,130.32,465.0,1.5056947608200455,12
Delhi,Urban,2085-06-26,2085,6,26,1,2,0,277,32.6,26.9,36.5,40.9,32.8,31,739,82.78,277.0,1.2118959107806693,6
Beijing,Urban,2085-06-27,2085,6,27,2,2,0,484,9.0,43.4,23.2,37.9,12.1,89,1471,119.5,484.0,0.20737327188940094,13
Delhi,Urban,2085-06-28,2085,6,28,3,2,0,3,65.8,81.5,9.8,47.1,15.1,20,1712,41.440000000000005,81.5,0.807361963190184,10
London,Urban,2085-06-29,2085,6,29,4,2,0,97,17.5,64.0,27.8,38.9,28.6,71,583,49.040000000000006,97.0,0.2734375,4
Beijing,Suburban,2085-06-30,2085,6,30,5,2,1,348,47.0,56.7,22.7,62.1,8.8,23,1124,107.3,348.0,0.8289241622574955,7
Beijing,Suburban,2085-07-01,2085,7,1,6,3,1,486,28.0,59.2,37.6,27.0,35.1,27,1728,127.56000000000002,486.0,0.47297297297297297,11
Beijing,Suburban,2085-07-02,2085,7,2,0,3,0,128,13.9,56.7,29.8,13.9,11.9,23,1517,48.46000000000001,128.0,0.24514991181657847,7
Mexico City,Urban,2085-07-03,2085,7,3,1,3,0,286,28.1,41.8,20.0,33.9,-1.7,20,1577,81.96000000000001,286.0,0.6722488038277513,10
Los Angeles,Urban,2085-07-04,2085,7,4,2,3,0,53,52.4,72.2,42.2,64.9,26.8,52,1488,56.94000000000001,72.2,0.7257617728531855,8
Tokyo,Rural,2085-07-05,2085,7,5,3,3,0,298,41.8,26.6,21.3,36.4,32.0,92,1395,84.82000000000001,298.0,1.5714285714285712,14
London,Urban,2085-07-06,2085,7,6,4,3,0,407,12.4,55.9,18.8,64.3,5.3,66,1022,111.67999999999999,407.0,0.22182468694096602,5
Beijing,Urban,2085-07-07,2085,7,7,5,3,1,142,43.1,84.4,31.6,34.0,36.3,51,1373,67.02000000000001,142.0,0.5106635071090048,8
London,Suburban,2085-07-08,2085,7,8,6,3,1,296,30.0,42.0,41.4,52.9,11.9,71,273,92.46,296.0,0.7142857142857143,3
Beijing,Urban,2085-07-09,2085,7,9,0,3,0,95,49.0,55.0,21.1,45.0,11.7,29,1906,53.02,95.0,0.8909090909090909,8
Mexico City,Suburban,2085-07-10,2085,7,10,1,3,0,186,9.0,42.8,35.6,27.8,37.0,80,1608,60.24000000000001,186.0,0.21028037383177572,9
Mexico City,Suburban,2085-07-11,2085,7,11,2,3,0,86,5.1,65.6,36.1,42.5,11.6,69,1842,47.059999999999995,86.0,0.07774390243902439,7
Beijing,Rural,2085-07-12,2085,7,12,3,3,0,162,10.2,41.0,29.5,58.0,4.7,21,1938,60.14,162.0,0.24878048780487802,10
Beijing,Urban,2085-07-13,2085,7,13,4,3,0,15,50.6,36.7,31.8,35.1,6.3,40,321,33.839999999999996,50.6,1.3787465940054495,9
Mexico City,Suburban,2085-07-14,2085,7,14,5,3,1,47,38.6,43.5,29.9,52.6,24.4,25,180,42.32,52.6,0.8873563218390805,13
Beijing,Suburban,2085-07-15,2085,7,15,6,3,1,182,71.9,29.3,37.2,42.5,7.0,41,1173,72.58,182.0,2.4539249146757682,12
Los Angeles,Rural,2085-07-16,2085,7,16,0,3,0,32,25.1,38.3,24.2,34.8,34.7,72,292,30.880000000000003,38.3,0.6553524804177546,5
Beijing,Rural,2085-07-17,2085,7,17,1,3,0,409,21.2,30.7,38.1,20.7,23.1,50,169,103.94000000000001,409.0,0.6905537459283387,4
Mexico City,Rural,2085-07-18,2085,7,18,2,3,0,7,8.7,55.8,36.1,31.2,6.6,69,1955,27.759999999999998,55.8,0.15591397849462366,9
London,Suburban,2085-07-19,2085,7,19,3,3,0,368,51.6,42.5,55.0,39.0,14.6,74,400,111.22,368.0,1.2141176470588235,2
Delhi,Suburban,2085-07-20,2085,7,20,4,3,0,221,41.4,40.2,44.4,54.2,15.1,75,463,80.23999999999998,221.0,1.0298507462686566,16
Delhi,Urban,2085-07-21,2085,7,21,5,3,1,16,41.6,60.0,31.0,34.4,-0.5,72,1588,36.6,60.0,0.6933333333333334,10
Mexico City,Suburban,2085-07-22,2085,7,22,6,3,1,52,39.7,28.1,21.8,51.5,21.5,48,1376,38.620000000000005,52.0,1.4128113879003559,11
Delhi,Rural,2085-07-23,2085,7,23,0,3,0,405,59.4,58.5,35.0,27.3,3.2,89,1420,117.03999999999999,405.0,1.0153846153846153,8
Delhi,Urban,2085-07-24,2085,7,24,1,3,0,459,21.4,64.6,35.3,41.5,4.2,62,1867,124.35999999999999,459.0,0.33126934984520123,7
Los Angeles,Suburban,2085-07-25,2085,7,25,2,3,0,278,54.8,34.5,24.0,24.0,31.3,21,540,83.06,278.0,1.5884057971014491,12
Delhi,Urban,2085-07-26,2085,7,26,3,3,0,53,41.9,60.5,25.2,47.6,-2.1,73,1502,45.64,60.5,0.6925619834710743,4
Mexico City,Rural,2085-07-27,2085,7,27,4,3,0,147,26.9,64.8,24.5,34.9,35.0,54,1725,59.61999999999999,147.0,0.41512345679012347,13
Delhi,Suburban,2085-07-28,2085,7,28,5,3,1,131,31.8,58.9,46.7,57.2,23.7,39,835,65.12,131.0,0.5398981324278438,10
Delhi,Urban,2085-07-29,2085,7,29,6,3,1,248,24.6,39.0,42.0,29.2,12.2,59,1234,76.56,248.0,0.6307692307692309,10
Beijing,Urban,2085-07-30,2085,7,30,0,3,0,125,45.6,15.7,25.4,20.4,36.1,42,1135,46.42,125.0,2.904458598726115,10
Cairo,Urban,2085-07-31,2085,7,31,1,3,0,9,55.3,38.6,33.3,33.4,12.7,32,513,33.92,55.3,1.432642487046632,11
Beijing,Urban,2085-08-01,2085,8,1,2,3,0,158,49.2,81.4,21.3,44.3,7.8,60,775,70.84,158.0,0.6044226044226044,8
Beijing,Rural,2085-08-02,2085,8,2,3,3,0,221,55.0,41.7,27.7,35.7,12.8,56,1856,76.22,221.0,1.3189448441247003,11
Beijing,Suburban,2085-08-03,2085,8,3,4,3,0,381,34.0,59.7,23.5,30.0,35.4,30,1998,105.64000000000001,381.0,0.5695142378559463,6
Mexico City,Rural,2085-08-04,2085,8,4,5,3,1,144,22.3,44.3,22.1,37.2,17.3,47,913,53.980000000000004,144.0,0.5033860045146727,11
Mexico City,Urban,2085-08-05,2085,8,5,6,3,1,71,36.9,33.7,31.5,37.6,20.6,87,434,42.14,71.0,1.0949554896142433,2
Delhi,Rural,2085-08-06,2085,8,6,0,3,0,306,17.6,42.2,26.1,27.4,35.8,64,658,83.86,306.0,0.4170616113744076,5
Delhi,Suburban,2085-08-07,2085,8,7,1,3,0,411,37.8,60.2,26.4,62.2,31.3,26,440,119.52000000000001,411.0,0.6279069767441859,13
Beijing,Suburban,2085-08-08,2085,8,8,2,3,0,399,42.0,35.1,34.2,17.7,26.2,39,118,105.6,399.0,1.1965811965811965,11
Mexico City,Urban,2085-08-09,2085,8,9,3,3,0,147,42.0,51.1,25.3,50.1,2.6,80,1968,63.1,147.0,0.821917808219178,9
London,Urban,2085-08-10,2085,8,10,4,3,0,266,11.9,50.5,43.5,32.8,24.1,63,801,80.94,266.0,0.23564356435643566,5
Mexico City,Suburban,2085-08-11,2085,8,11,5,3,1,113,35.6,59.4,29.5,56.4,2.8,48,1063,58.779999999999994,113.0,0.5993265993265994,9
Mexico City,Urban,2085-08-12,2085,8,12,6,3,1,311,15.0,39.7,13.3,50.4,14.9,73,1999,85.88,311.0,0.37783375314861456,4
Beijing,Suburban,2085-08-13,2085,8,13,0,3,0,472,22.8,38.1,6.6,23.3,5.5,75,1348,112.55999999999999,472.0,0.5984251968503937,6
Mexico City,Suburban,2085-08-14,2085,8,14,1,3,0,489,38.2,56.6,49.5,18.6,-2.7,34,1305,130.38000000000002,489.0,0.6749116607773852,10
Mexico City,Suburban,2085-08-15,2085,8,15,2,3,0,31,35.9,47.5,25.0,27.1,21.0,85,1582,33.3,47.5,0.7557894736842105,9
Delhi,Urban,2085-08-16,2085,8,16,3,3,0,365,2.5,67.2,24.6,33.6,24.4,57,425,98.58000000000001,365.0,0.03720238095238095,6
Tokyo,Urban,2085-08-17,2085,8,17,4,3,0,373,30.3,64.9,45.5,30.5,-1.4,40,1360,108.84,373.0,0.46687211093990755,8
Beijing,Suburban,2085-08-18,2085,8,18,5,3,1,98,30.8,48.5,38.6,50.3,16.3,57,148,53.239999999999995,98.0,0.6350515463917525,11
Mexico City,Urban,2085-08-19,2085,8,19,6,3,1,344,30.8,82.1,19.8,53.1,23.2,76,1662,105.96,344.0,0.37515225334957375,4
Mexico City,Suburban,2085-08-20,2085,8,20,0,3,0,481,30.0,21.0,41.7,50.1,3.0,71,518,124.76000000000002,481.0,1.4285714285714286,5
London,Suburban,2085-08-21,2085,8,21,1,3,0,206,58.6,40.9,33.0,46.3,39.9,82,1493,76.96000000000001,206.0,1.4327628361858191,10
Delhi,Urban,2085-08-22,2085,8,22,2,3,0,124,10.2,65.2,35.8,43.0,34.2,55,165,55.64,124.0,0.15644171779141103,6
Tokyo,Suburban,2085-08-23,2085,8,23,3,3,0,295,28.7,7.2,33.2,50.5,20.3,93,1832,82.91999999999999,295.0,3.9861111111111107,5
Delhi,Suburban,2085-08-24,2085,8,24,4,3,0,245,2.1,53.3,20.3,48.9,-1.9,94,560,73.91999999999999,245.0,0.039399624765478425,8
Delhi,Urban,2085-08-25,2085,8,25,5,3,1,141,28.3,35.3,38.9,17.6,8.6,88,516,52.220000000000006,141.0,0.8016997167138811,8
London,Urban,2085-08-26,2085,8,26,6,3,1,413,49.9,88.2,28.4,37.2,24.2,73,1660,123.34,413.0,0.5657596371882085,8
Delhi,Urban,2085-08-27,2085,8,27,0,3,0,313,79.1,40.2,37.7,11.3,7.8,51,359,96.26,313.0,1.9676616915422882,12
Mexico City,Suburban,2085-08-28,2085,8,28,1,3,0,259,45.1,51.6,39.6,48.3,10.1,82,1439,88.72000000000001,259.0,0.874031007751938,7
Beijing,Rural,2085-08-29,2085,8,29,2,3,0,216,35.8,44.5,52.1,48.1,-4.9,94,734,79.30000000000001,216.0,0.8044943820224718,12
Tokyo,Suburban,2085-08-30,2085,8,30,3,3,0,402,47.3,44.4,26.5,31.8,22.8,39,317,110.4,402.0,1.0653153153153152,14
Los Angeles,Urban,2085-08-31,2085,8,31,4,3,0,237,25.7,71.0,23.5,41.6,18.5,20,1894,79.76,237.0,0.3619718309859155,10
Beijing,Suburban,2085-09-01,2085,9,1,5,3,1,310,44.6,55.1,33.0,35.7,13.3,81,632,95.68,310.0,0.809437386569873,8
London,Suburban,2085-09-02,2085,9,2,6,3,1,158,40.1,36.7,34.0,44.7,26.7,76,262,62.7,158.0,1.0926430517711172,9
Delhi,Urban,2085-09-03,2085,9,3,0,3,0,395,53.2,57.7,21.3,26.5,36.7,20,1492,110.73999999999998,395.0,0.9220103986135182,12
Mexico City,Suburban,2085-09-04,2085,9,4,1,3,0,112,34.7,57.6,34.2,44.8,21.6,23,173,56.660000000000004,112.0,0.6024305555555556,9
Los Angeles,Rural,2085-09-05,2085,9,5,2,3,0,177,40.9,54.2,36.0,28.1,28.5,72,408,67.24000000000001,177.0,0.7546125461254611,14
Los Angeles,Urban,2085-09-06,2085,9,6,3,3,0,114,29.1,59.3,52.5,43.9,22.3,70,1483,59.75999999999999,114.0,0.4907251264755481,4
Mexico City,Urban,2085-09-07,2085,9,7,4,3,0,488,35.6,70.9,39.3,25.3,24.9,72,1215,131.82,488.0,0.5021156558533145,12
London,Suburban,2085-09-08,2085,9,8,5,3,1,195,36.7,23.4,21.8,38.4,35.4,81,1139,63.05999999999999,195.0,1.5683760683760686,0
Mexico City,Urban,2085-09-09,2085,9,9,6,3,1,230,43.1,36.2,43.1,26.7,31.5,70,1321,75.82000000000001,230.0,1.1906077348066297,11
Tokyo,Urban,2085-09-10,2085,9,10,0,3,0,465,37.1,28.0,31.8,33.5,14.6,28,1672,119.08,465.0,1.325,11
Delhi,Suburban,2085-09-11,2085,9,11,1,3,0,260,32.0,49.7,23.3,35.4,13.2,76,55,80.08,260.0,0.6438631790744467,15
Beijing,Urban,2085-09-12,2085,9,12,2,3,0,292,25.0,50.6,25.1,29.9,38.9,29,1855,84.52000000000001,292.0,0.49407114624505927,7
Los Angeles,Urban,2085-09-13,2085,9,13,3,3,0,229,32.4,53.7,30.5,44.2,32.6,48,1036,77.96,229.0,0.6033519553072625,6
Beijing,Urban,2085-09-14,2085,9,14,4,3,0,110,28.6,77.5,36.5,25.0,13.5,92,1394,55.52,110.0,0.36903225806451617,11
Beijing,Suburban,2085-09-15,2085,9,15,5,3,1,54,34.7,67.2,19.5,28.6,25.0,26,1790,40.8,67.2,0.5163690476190477,2
Los Angeles,Urban,2085-09-16,2085,9,16,6,3,1,364,17.2,63.7,39.8,44.9,26.4,53,1258,105.92,364.0,0.27001569858712715,4
Beijing,Urban,2085-09-17,2085,9,17,0,3,0,58,58.8,68.1,26.8,36.8,23.6,81,301,49.7,68.1,0.8634361233480177,15
Delhi,Urban,2085-09-18,2085,9,18,1,3,0,216,25.0,55.1,34.1,50.1,21.2,91,1986,76.06000000000002,216.0,0.4537205081669691,15
Delhi,Urban,2085-09-19,2085,9,19,2,3,0,24,58.7,73.5,23.7,44.3,15.4,80,776,44.839999999999996,73.5,0.798639455782313,2
Beijing,Urban,2085-09-20,2085,9,20,3,3,0,206,18.3,46.5,35.1,77.3,3.7,65,874,76.64000000000001,206.0,0.3935483870967742,10
Beijing,Urban,2085-09-21,2085,9,21,4,3,0,383,62.3,51.9,22.9,45.3,7.5,39,1100,113.08,383.0,1.2003853564547207,11
Delhi,Suburban,2085-09-22,2085,9,22,5,3,1,190,46.5,49.2,34.0,25.3,5.3,28,486,69.0,190.0,0.9451219512195121,5
London,Urban,2085-09-23,2085,9,23,6,3,1,86,18.5,30.9,20.9,41.7,3.1,63,1248,39.6,86.0,0.598705501618123,10
Delhi,Urban,2085-09-24,2085,9,24,0,3,0,364,39.6,39.5,36.5,41.1,13.2,93,908,104.14000000000001,364.0,1.0025316455696203,14
London,Urban,2085-09-25,2085,9,25,1,3,0,394,42.0,22.6,45.5,44.6,21.2,27,813,109.74000000000001,394.0,1.8584070796460175,8
Cairo,Suburban,2085-09-26,2085,9,26,2,3,0,483,58.1,66.8,33.9,40.8,17.4,79,1155,136.51999999999998,483.0,0.8697604790419162,7
Beijing,Rural,2085-09-27,2085,9,27,3,3,0,459,33.5,52.6,28.0,36.5,17.1,43,910,121.92,459.0,0.6368821292775665,9
Cairo,Urban,2085-09-28,2085,9,28,4,3,0,360,50.0,49.3,43.0,33.2,7.5,85,930,107.1,360.0,1.0141987829614605,7
Delhi,Suburban,2085-09-29,2085,9,29,5,3,1,111,34.5,41.0,24.2,41.0,8.7,44,1946,50.339999999999996,111.0,0.8414634146341463,9
Mexico City,Suburban,2085-09-30,2085,9,30,6,3,1,402,14.0,43.1,39.9,16.6,3.9,45,276,103.12,402.0,0.3248259860788863,3
São Paulo,Urban,2085-10-01,2085,10,1,0,4,0,79,42.6,56.1,32.4,26.7,16.1,53,1059,47.36,79.0,0.7593582887700535,5
London,Urban,2085-10-02,2085,10,2,1,4,0,127,30.5,66.3,36.4,44.0,-1.4,68,929,60.839999999999996,127.0,0.4600301659125189,13
Delhi,Suburban,2085-10-03,2085,10,3,2,4,0,432,36.8,66.7,44.6,47.1,32.0,45,1780,125.44000000000001,432.0,0.5517241379310344,7
Delhi,Urban,2085-10-04,2085,10,4,3,4,0,127,47.7,27.7,30.5,46.9,27.3,87,757,55.959999999999994,127.0,1.7220216606498195,7
Delhi,Urban,2085-10-05,2085,10,5,4,4,0,489,58.0,61.0,24.7,35.9,11.3,52,1839,133.72,489.0,0.9508196721311475,11
Tokyo,Urban,2085-10-06,2085,10,6,5,4,1,245,22.7,23.7,6.1,26.3,25.0,72,1640,64.76,245.0,0.9578059071729957,6
Delhi,Suburban,2085-10-07,2085,10,7,6,4,1,419,28.3,15.0,30.7,52.8,14.3,79,1546,109.16,419.0,1.8866666666666667,10
Beijing,Urban,2085-10-08,2085,10,8,0,4,0,145,29.0,69.4,14.3,37.7,18.6,91,376,59.08,145.0,0.4178674351585014,5
Beijing,Suburban,2085-10-09,2085,10,9,1,4,0,173,40.3,52.4,39.6,39.8,15.3,25,875,69.02000000000001,173.0,0.7690839694656488,10
Beijing,Urban,2085-10-10,2085,10,10,2,4,0,346,35.1,39.7,38.0,46.0,13.5,31,510,100.96000000000001,346.0,0.8841309823677581,10
Beijing,Urban,2085-10-11,2085,10,11,3,4,0,265,32.9,49.1,33.6,54.6,12.6,76,226,87.04,265.0,0.670061099796334,8
Beijing,Suburban,2085-10-12,2085,10,12,4,4,0,138,26.9,75.8,28.5,39.3,-2.0,35,847,61.7,138.0,0.3548812664907652,7
Mexico City,Urban,2085-10-13,2085,10,13,5,4,1,149,19.8,78.5,6.9,53.7,2.7,41,1255,61.580000000000005,149.0,0.2522292993630573,5
Beijing,Suburban,2085-10-14,2085,10,14,6,4,1,120,23.1,44.0,30.2,57.7,7.4,28,820,55.0,120.0,0.525,11
Beijing,Urban,2085-10-15,2085,10,15,0,4,0,271,26.7,70.2,18.8,33.6,29.1,61,1226,84.06,271.0,0.3803418803418803,11
Beijing,Urban,2085-10-16,2085,10,16,1,4,0,96,44.7,63.3,24.3,44.3,25.1,34,83,54.52,96.0,0.7061611374407584,14
Beijing,Suburban,2085-10-17,2085,10,17,2,4,0,215,22.6,52.8,31.2,52.5,21.6,89,1544,74.82,215.0,0.4280303030303031,2
Los Angeles,Suburban,2085-10-18,2085,10,18,3,4,0,298,62.6,60.4,21.8,48.5,38.1,67,1025,98.26,298.0,1.0364238410596027,8
Beijing,Suburban,2085-10-19,2085,10,19,4,4,0,419,5.4,66.9,34.7,63.0,36.7,92,281,117.8,419.0,0.08071748878923767,6
Beijing,Urban,2085-10-20,2085,10,20,5,4,1,83,28.3,37.5,21.4,27.2,25.1,38,277,39.480000000000004,83.0,0.7546666666666667,5
Delhi,Rural,2085-10-21,2085,10,21,6,4,1,468,35.5,67.9,24.8,38.3,13.7,54,1704,126.89999999999998,468.0,0.5228276877761413,11
Delhi,Suburban,2085-10-22,2085,10,22,0,4,0,466,39.3,59.0,28.7,34.7,15.0,30,903,125.54,466.0,0.6661016949152542,11
London,Urban,2085-10-23,2085,10,23,1,4,0,168,38.9,53.3,40.6,51.1,17.8,70,939,70.38000000000001,168.0,0.7298311444652908,15
London,Suburban,2085-10-24,2085,10,24,2,4,0,320,33.2,30.5,26.0,20.6,26.0,36,622,86.06,320.0,1.0885245901639344,6
Delhi,Urban,2085-10-25,2085,10,25,3,4,0,487,45.2,51.7,33.9,29.5,39.4,40,1300,129.46,487.0,0.874274661508704,7
Beijing,Suburban,2085-10-26,2085,10,26,4,4,0,393,16.2,64.8,53.0,40.9,33.6,73,1567,113.58,393.0,0.25,3
Beijing,Suburban,2085-10-27,2085,10,27,5,4,1,427,52.4,34.8,33.8,33.5,21.9,52,1022,116.29999999999998,427.0,1.5057471264367817,12
Mexico City,Suburban,2085-10-28,2085,10,28,6,4,1,487,17.1,81.0,27.1,34.0,3.8,35,1294,129.24,487.0,0.21111111111111114,3
Delhi,Suburban,2085-10-29,2085,10,29,0,4,0,405,24.5,58.4,31.8,29.3,32.9,27,614,109.79999999999998,405.0,0.4195205479452055,8
Cairo,Urban,2085-10-30,2085,10,30,1,4,0,406,32.8,55.6,21.9,38.5,39.6,71,1512,110.96000000000001,406.0,0.5899280575539567,9
Delhi,Urban,2085-10-31,2085,10,31,2,4,0,484,47.3,16.8,31.4,34.1,29.4,50,1969,122.71999999999998,484.0,2.8154761904761902,7
Cairo,Urban,2085-11-01,2085,11,1,3,4,0,345,42.1,59.2,20.7,30.9,2.4,37,1808,99.58,345.0,0.7111486486486487,11
Delhi,Urban,2085-11-02,2085,11,2,4,4,0,117,54.5,37.4,23.9,55.1,-3.3,57,159,57.580000000000005,117.0,1.4572192513368984,10
Beijing,Urban,2085-11-03,2085,11,3,5,4,1,135,29.8,73.2,24.1,43.0,-4.2,56,1767,61.02,135.0,0.40710382513661203,10
